㫪	1113422511	520
泰	1113424134	550
㤗	111342444	520
春	111342511	550
蠢	111342511251214251214	550
𪂹	11134251132511154444	510
惷	1113425114544	550
秦	1113431234	550
䆐	111343123411134312341113431234	520
舂	11134321511	550
㦼	11134321511154	520
䚎	111343215112511135	520
憃	111343215114544	550
邦	111352	550
帮	111352252	550
幚	11135232511252	550
㦮	111534	520
弍	11154	550
于	112	550
干	112	549
亍	112	548
王	1121	550
	1121	530
𤣩	1121	510
玤	11211112	550
㻰	112111121112511	520
𤪳	1121111211125114544	510
𤩦	1121111253554234	510
琫	112111134112	550
瑃	1121111342511	550
瑧	11211113431234	550
玕	1121112	550
玗	1121112	549
玨	11211121	550
璱	11211121112145434	550
琹	112111211234	550
琵	112111211535	550
珷	112111212154	550
𤦭	112111212511	510
珡	1121112134	550
𨨖	1121112134112431	510
琴	112111213445	550
𤩍	1121112134451134	510
珏	112111214	550
瑟	1121112145434	550
琶	112111215215	550
璈	11211121533134	550
瑇	1121112155414	550
𤣿	11211132	510
琎	11211132454	550
玞	11211134	550
瓉	1121113411342511134	550
玩	11211135	550
㺮	1121115	520
玮	11211152	550
玎	112112	550
玒	1121121	550
𤣰	1121121	510
珪	1121121121	550
𤩊	1121121121121135	510
瑪	11211211254444	550
瓄	1121121252212511134	550
琽	112112132511	550
珯	1121121335	550
𤦫	112112134354	510
㼀	1121121431112454	520
𤥴	11211214544	510
璹	112112151211251124	550
瓙	1121121512112511244444	550
珐	112112154	550
𤦩	112112155121	510
玵	112112211	550
珥	1121122111	550
琪	112112211134	550
璂	112112211134121	550
𤩐	1121122111343312	510
㻣	1121122111345	520
𤪌	112112211134554234	510
瑘	112112211152	550
㻓	112112211154	520
璍	11211221122112	550
瓂	11211221215425221	550
瑾	112112212511121	550
𤪼	11211221251112454	510
𤨢	112112212511134	510
𤨕	112112212511253	510
𤫇	11211221251211354444	510
璜	112112212512134	550
璊	112112212523434	550
珙	1121122134	550
玴	112112215	550
㻡	1121122151234	520
璢	1121122155125121	550
瓘	112112225125132411121	550
瑛	112112225134	550
㻳	11211223123422	520
璓	11211223123453	550
瓁	11211223241112154	550
瑹	11211223411234	550
𤨓	1121122341234	510
𤦈	11211223453	510
㻤	112112235251	520
璥	1121122352513134	550
瑨	11211224312511	550
𤦧	1121122454	510
瑱	11211225111134	550
㺿	11211225125	520
𤥣	11211225135	510
瑚	1121122513511	550
𤩽	11211225431121344	510
𤩸	1121122543341134	510
琳	112112341234	550
璴	11211234123452134	550
琜	112112343434	550
㺷	112112344	520
球	11211241344	550
𨫣	1121124134434112431	510
麉	11211241352211535	550
䶬	1121124143125111515111	520
璉	11211251112454	550
瑼	112112511214124	550
璤	1121125112144544	550
璷	1121125112441533134	550
琙	112112511534	550
珂	112112512	550
㻋	11211251234	520
㻝	1121125123422	520
瓎	11211251234352511134	550
珸	11211251251	550
璼	112112512531425221	550
㺰	11211252	520
㺻	11211252	520
𤨧	112112522111234	510
瑮	11211252211234	550
㻼	1121125221251112	520
㻷	1121125234125234	520
𤫟	11211254125441352211535	510
瑓	1121125431234	550
㻟	1121131212511	520
𤪲	112113122251125214	510
瑊	1121131251534	550
珬	1121131534	550
弄	1121132	550
环	11211324	550
㺽	112113241	520
珛	1121132511	550
𤤿	1121132511	510
頊	1121132511134	550
𨘀	1121132511134454	510
𤧶	11211325111354	510
瓇	1121132511454544354	550
珔	1121132521	550
瑌	1121132522134	550
顼	1121132534	550
瓑	11211331234312342121	550
㺯	1121134	520
琦	112113412512	550
𤥵	11211343434	510
㺴	11211344	520
璙	1121134432511234	550
琢	112113533434	550
珑	112113534	550
珹	1121135534	550
玶	112114312	550
㻬	112114524444115	520
瓀	112114524444132522	550
𤫢	1121145244442512121354251	510
𤫩	1121145244442512512511234341	510
𤫑	112114524444512115154	510
玙	1121151	550
琏	11211512454	550
玡	11211523	550
琊	1121152352	550
𤤀	11211525	510
𤪦	112115311345452134	510
琖	112115341534	550
玭	11211535	550
㻸	1121153515352511	520
瑎	1121153532511	550
珁	11211554	550
㱏	112121	520
琲	112121112111	550
琡	112121123454	550
㻉	11212121233	520
玼	1121212135	550
玷	112121251	550
琸	112121251112	550
𤦹	1121212511134	510
𤨪	112121354541234	510
璨	11212135454431234	550
㱐	1121214	520
𤩅	1121214513434251	510
璿	112121451343425111	550
𤪻	1121214515343425111	510
瓛	112121531512512543121344	550
璩	11212153151353334	550
瓐	11212153152512125221	550
㻯	112121531534312	520
琥	112121531535	550
武	11212154	550
㺳	11212154	520
虣	1121215421531535	550
䝾	112121542511134	520
鵡	1121215432511154444	550
鹉	1121215435451	550
㺫	112122	520
璞	1121224314311134	550
㺪	112124	520
珖	1121243135	550
琑	11212432511	550
瑣	11212432511134	550
琐	11212432534	550
璫	11212434525125121	550
瑺	112124345251252	550
珰	1121243511	550
青	11212511	550
珇	112125111	550
㺺	112125111	520
珵	11212511121	550
瑅	1121251112134	550
㻫	11212511122112	520
䨼	112125111223241112154	520
責	11212511134	550
珼	11212511134	548
㻍	11212511134	520
瓔	112125111342511134531	550
䚍	112125111342511135	520
勣	1121251113453	550
現	11212511135	550
瑒	1121251113533	550
琨	112125111535	550
珅	112125112	550
玾	112125112	549
理	11212511211	550
靗	11212511243135	550
琩	112125112511	550
瑁	1121251125111	550
瓓	112125112511125431234	550
靚	112125112511135	550
𤩎	1121251125112511	510
㻲	112125112512531	520
㻦	1121251125214	520
瑥	1121251125221	550
㻴	112125112522154	520
靓	112125112535	550
瑆	1121251131121	550
靔	112125113115	550
靝	112125113115431234	550
鶄	1121251132511154444	550
𩇕	11212511333	510
㻀	1121251134	520
靜	1121251134435112	550
㻛	112125113533	520
	1121251135451	530
静	11212511355112	550
靘	11212511355215	550
璟	1121251141251234	550
琝	112125114134	550
靛	1121251144512134	550
郬	1121251152	550
璐	11212512121354251	550
璝	1121251212511134	550
瓃	1121251212512125121	550
珿	11212512134	550
琾	1121251213432	550
琠	112125122134	550
琄	11212512511	550
𤩧	1121251251251112	510
璪	11212512512511234	550
珚	1121251341	550
𤨒	11212513414544	510
靑	11212521	550
珃	112125211	550
𤧸	11212521251431	510
𤩑	1121252125143135	510
瑞	1121252132522	550
𤪖	112125215542343134	510
環	11212522112513534	550
匵	11212522125111345	550
㻿	11212522135251214	520
㼈	11212522155444432411121	520
𤨾	112125225111535	510
璀	112125232411121	550
㼇	1121252324111212525	520
瓗	1121252324111212534251	550
琌	11212523445	550
㺾	112125251	520
㻁	1121252511	520
㻒	112125312341	520
责	11212534	550
𤦊	112125342511	510
璎	112125342534531	550
现	11212535	550
玝	11213112	550
珄	112131121	550
𤪕	112131122221354152	510
璑	1121311222214444	550
珠	1121311234	550
璳	11213112342511134	550
珤	1121311252	550
𤣳	1121312	510
㻔	112131212211	520
𤥢	11213121251	510
㻄	1121312134	520
珗	1121312135	550
瓚	11213121353121352511134	550
瓒	11213121353121352534	550
珴	11213121534	550
珽	1121312154	550
琍	11213123422	550
𤩏	1121312342511121	510
瓈	1121312343533424134	550
𤧐	1121312344334	510
㻑	112131234521	520
琇	11213123453	550
玫	11213134	550
𤩝	1121313425125251	510
𤪱	1121314314322354333	510
𤨤	112131431434333	510
𤪔	112131431444525151	510
㻶	1121314314511112	520
𤦋	112131511234	510
琁	11213152134	550
珻	11213155414	550
𤨨	112131554143134	510
瑖	1121321113554	550
璵	11213211152511134	550
𤦤	112132151135	510
玳	112132154	550
𤥻	1121321554	510
玔	1121322	550
𤦸	1121322511234	510
𤦍	112132351252	510
琟	112132411121	550
㻽	1121324111212525	520
璡	112132411121454	550
㻪	11213241112153	520
珀	112132511	550
瑝	1121325111121	550
𤧥	11213251111214	510
碧	11213251113251	550
頇	112132511134	550
鳿	112132511154444	550
瑔	1121325112534	550
琕	112132511312	550
瑰	1121325113554	550
璬	11213251141533134	550
瑦	11213251154444	550
瓅	1121325115545541234	550
瑀	1121325125214	550
瑡	11213251511252	550
珦	1121325251	550
顸	112132534	550
璁	112132535414544	550
瓆	1121331233122511134	550
㻈	1121331251	520
珩	1121332112	550
瑽	112133234342134	550
𤦷	1121332441112	510
珘	1121335414	550
玐	112134	550
兲	112134	549
㻇	1121341121	520
㻌	11213411234	520
琻	112134112431	550
㻅	1121341154	520
珨	1121341251	550
瑜	1121341251122	550
𢢭	11213412511224544	510
𤦎	112134125122	510
璯	11213412524312511	550
琋	11213413252	550
珧	1121341534	550
璠	1121343123425121	550
玠	11213432	550
珍	112134333	550
㻜	112134342134	520
瑗	1121344311354	550
瑶	11213443311252	550
瑫	11213443321511	550
瑷	11213443451354	550
𤩥	1121344345354152	510
璦	11213443454544354	550
琈	11213443521	550
玪	11213445	550
瑲	11213445113251	550
琀	11213445251	550
玲	112134454	550
𤦬	112134454544	510
玢	11213453	550
玜	11213454	550
玱	11213455	550
玑	112135	550
玥	11213511	550
㻚	112135113511	520
琱	112135121251	550
珮	1121351252	550
𤪧	112135132511154444	510
珟	1121351354	550
琘	112135152511	550
珎	112135234	550
玽	112135251	550
珣	1121352511	550
㻊	11213525135	520
瑍	1121352534134	550
瓊	112135253425111354	550
𤨦	112135313412512	510
𤧚	1121353344544	510
𤦏	112135334544	510
表	11213534	550
㺵	11213534	520
珊	112135351	550
珋	112135352	550
麦	1121354	550
玖	1121354	549
玓	1121354	548
㺬	1121354	520
玬	11213541	550
琒	11213541112	550
㻱	11213541112454	520
麸	11213541134	550
麺	1121354132522111	550
𪎌	11213541431234	510
㻧	11213541521234	520
珞	1121354251	550
𤥁	1121354251	510
𤥀	1121354354	510
麹	112135435431234	550
瑤	11213544311252	550
㻮	112135445411234	520
瑠	11213545325121	550
𤿲	112135453254	510
琤	1121355112	550
玸	112135515	550
𤣻	11213554	510
玉	11214	550
玊	11214	549
琂	11214111251	550
𤫉	112141112514334433454	510
𤤴	1121411214	510
𤤙	1121412214	510
玣	11214124	550
琼	112141251234	550
瓖	112141251251112213534	550
𤧟	1121412514512	510
𤦻	1121412514535	510
㻻	1121412515213134	520
瓌	11214125221241343534	550
璮	11214125251125111	550
㼅	112141312212512134	520
𤥂	1121413234	510
𤥿	112141323544	510
𤧻	1121413312154	510
玟	11214134	550
斑	112141341121	550
珳	11214134333	550
珓	1121413434	550
琗	112141343412	550
璃	11214134522554	550
瑭	11214135112251	550
琣	112141431251	550
璋	112141431251112	550
瓏	11214143125111515111	550
璄	112141431251135	550
𤦺	1121414312512	510
瓋	112141432512251454	550
璾	112141432533543211	550
𤧛	1121414345252	510
𤧭	11214143454153	510
𤤁	11214153	510
璇	112141533152134	550
㻢	1121415331525	520
㻙	112141542511	520
琉	11214154325	550
珫	1121415435	550
玹	112141554	550
㻭	112141554413412	520
珜	1121431112	550
瑳	1121431113121	550
琷	11214311135	550
𤨩	11214311135211	510
班	1121431121	550
𤧞	1121431121134	510
㼁	11214311213121534	520
㻂	1121431132	520
𤦔	112143113455	510
璘	1121431234354152	550
瑐	1121431251122	550
㻥	1121431253511	520
璲	1121431353334454	550
㻩	11214315112234	520
𤧹	1121431554554	510
璔	1121432524312511	550
琰	112143344334	550
㼆	1121433443344511214	520
𤪤	112143344334451234	510
𤩂	1121433443344553	510
珶	11214351523	550
𤤾	1121441112	510
琺	112144112154	550
璖	112144115151234	550
㺶	11214412	520
𤩺	112144311213121534	510
珱	1121443531	550
琮	112144511234	550
琓	11214451135	550
琔	112144512134	550
璸	112144512332511134	550
瑄	1121445125111	550
璌	112144512512134	550
𤨥	112144513412512	510
𤩷	11214451343425111	510
𤨎	11214451353334	510
𤦌	112144525111	510
㻘	112144525112	520
琯	112144525151	550
瑸	11214453212134	550
㻠	1121445341344	520
瑏	1121445341523	550
𤪺	1121445343123425121	510
瑢	11214453434251	550
琬	112144535455	550
𤪓	112144541343425111	510
𤪥	112144545442522112	510
𤥃	1121445531	510
琅	11214511534	550
𤨡	11214511543511	510
瑯	112145115452	550
琿	1121451251112	550
璭	1121451251112454	550
㻞	1121451325122	520
珲	1121451512	550
琛	112145341234	550
𤤌	11214535	510
迋	1121454	550
珌	112145434	550
𤤯	112145534	510
玌	11215	550
匞	11215	549
珒	1121511112	550
𤧣	112151111254	510
璕	1121511121251124	550
璶	112151121444425221	550
璛	11215112322151512	550
琭	112151124134	550
㻖	112151124134	520
珺	11215113251	550
𤥶	1121511352	510
㻏	11215114334	520
珢	1121511534	550
𤣲	1121512	510
瑕	1121512115154	550
𤧷	11215131221534	510
琚	112151312251	550
𤤗	112151335	510
玦	11215134	550
𤧅	1121513431132	510
㻵	1121513521521521	520
㻕	112151352252	520
玘	1121515	550
𤣱	1121515	510
珉	112151515	550
瑉	1121515152511	550
𤤖	112151532	510
㺩	112152	520
㺭	1121521	520
㺲	11215211	520
瑋	1121521251152	550
瓍	112152131212511454	550
瑂	1121521325111	550
㺼	112152134	520
玏	112153	550
玿	112153251	550
珈	112153251	549
玻	112153254	550
玚	1121533	550
敖	1121533134	550
驁	11215331341211254444	550
聱	1121533134122111	550
䵅	112153313412343434354	520
䫨	1121533134132511134	520
獒	11215331341344	550
嗸	1121533134251	550
贅	11215331342511134	550
鼇	11215331342511251211511	550
螯	1121533134251214	550
嶅	1121533134252	550
赘	11215331342534	550
摮	11215331343112	550
鷔	112153313432511154444	550
鏊	112153313434112431	550
鳌	112153313435251211	550
鰲	112153313435251214444	550
謷	11215331344111251	550
熬	11215331344444	550
遨	1121533134454	550
㥿	11215331344544	520
嫯	1121533134531	550
骜	1121533134551	550
珕	1121535353	550
式	112154	550
丟	112154	548
㺨	112154	520
㺹	112154132	520
珝	1121541541	550
璆	112154154134333	550
璻	112154154141343412	550
珆	112154251	550
㻆	1121542511	520
璒	1121543341251431	550
𤤳	11215434	510
㻐	11215434354	520
玧	11215435	550
瑵	1121544251214	550
瑈	1121545231234	550
璚	1121545232534251	550
玛	1121551	550
璏	1121551311341535	550
瑑	1121551353334	550
瑻	112155212511134	550
毒	112155414	550
纛	1121554142511112343554234	550
素	1121554234	550
繛	112155423421251112	550
䋤	1121554234354	520
㼄	1121554554125121534	520
璣	1121554554134534	550
璅	112155525111234	550
㼃	1121555253415445445	520
瑙	1121555325341	550
甙	11221154	550
冓	1122125211	550
顜	1122125211132511134	550
覯	11221252112511135	550
觏	11221252112535	550
斠	11221252114412	550
遘	1122125211454	550
匿	1122132515	550
𧏾	1122132515251214	510
䘌	1122132515251214251214	520
慝	11221325154544	550
刊	11222	550
匶	1122324111213215115	550
盂	11225221	550
㿻	11225221	520
攼	1123134	550
㪀	1123134	520
䧲	11232411121	520
鳱	11232511154444	550
未	11234	550
末	11234	549
示	11234	548
祘	1123411234	550
膥	11234135534253434	550
𣚺	1123413553455414	510
𡏄	1123425111121	510
䙿	112342511135	520
唜	1123425135	550
㖝	1123425135	520
斄	1123431341312343434	550
釐	112343134132511211	550
漦	112343134132534	550
犛	112343134133112	550
氂	112343134133115	550
孷	11234313413521	550
剺	1123431341353	550
嫠	11234313413531	550
㹈	1123431343112	520
㲠	1123431343115	520
礼	112345	530
㶣	1124334	520
覝	11243342511135	550
迂	112454	550
迀	112454	549
匭	11251112355	550
貮	11251113454	550
击	11252	550
邗	11252	549
邘	11252	548
㔷	1125345	520
幵	113112	550
栞	1131121234	550
𠛬	11311222	510
郉	11311252	550
开	1132	550
井	1132	549
亓	1132	548
㐩	11321132	520
坓	1132121	550
㼛	11321554	520
刑	113222	549
㓝	113222	520
型	113222121	550
䙹	11322511135	520
㿼	113225221	520
汬	11322534	550
䵤	1132254312114444	520
雃	113232411121	550
鳽	113232511154444	550
形	1132333	550
㰢	11323534	520
丼	11324	550
㣋	11324333	520
烎	11324334	550
进	1132454	550
䢎	1132454	520
奭	113251113251134	550
邢	113252	550
戒	1132534	550
刱	11325344	550
䍾	1132541541	520
天	1134	550
夫	1134	549
㚘	11341134	520
輦	113411341251112	550
鄻	11341134125111252	550
辇	113411341512	550
替	113411342511	550
賛	113411342511134	550
鄼	11341134251113452	550
蠺	113411342511251214251214	550
䣠	11341134251152	520
蝅	11341134251214	550
䨿	113421112111	520
䪞	1134211121111	520
㪪	1134211121112154	520
沗	113424134	550
忝	11342444	550
吞	1134251	550
昋	11342511	550
規	11342511135	550
槼	113425111351234	550
鬹	113425111351251254312	550
嫢	11342511135531	550
奣	113425113511	550
蚕	1134251214	550
䗞	1134251214251214	520
䘉	1134251214251214251214	520
匲	11342512512515	550
规	11342535	550
椝	113425351234	550
鬶	113425351251254312	550
䵡	1134254312114444	520
鳺	113432511154444	550
鴌	113432511154444	549
匧	113434345	550
㰼	1134343453534	520
㥦	1134343454544	520
迗	1134454	550
㤁	11344544	520
邞	113452	550
元	1135	550
无	1135	549
㒬	11351121	520
坖	1135121	550
㝴	1135124	520
頑	1135132511134	550
㹕	11351325111343112	520
顽	1135132534	550
㒮	11351353334	520
刓	113522	550
黿	11352511251211511	550
鼋	113525125115	550
䲮	113532511154444	520
䲶	113532511154444	520
戎	113534	550
㪴	11354412	520
远	1135454	550
邧	113552	550
𠠺	113553	510
兘	113554251	550
忈	114544	550
亏	115	550
亐	115	549
韦	1152	550
韨	115213544	550
匦	11521355	550
韫	1152251125221	550
韬	11523443321511	550
违	1152454	550
夀	11525121251124	550
韧	1152534	550
戋	11534	550
刬	1153422	550
盏	1153425221	550
云	1154	550
专	1154	549
弌	1154	548
㦶	1154121534	520
䲰	115432511154444	520
魂	1154325113554	550
䰟	1154325113554	520
叆	11543443451354	550
运	1154454	550
叇	115451124134454	550
䢵	115452	520
动	115453	550
迃	115454	550
十	12	550
丁	12	549
丅	12	548
工	121	550
土	121	549
士	121	548
扌	121	547
㠪	1211	520
拝	12111112	550
㨹	12111121112511	520
㩨	121111211125114544	520
揳	121111253134	550
𡐤	121111253554234	510
𢭏	1211113124	510
捧	12111134112	550
埲	12111134112	549
揍	121111341134	550
堾	121111342511	550
𢰦	121111342511	510
搸	1211113431234	550
摏	12111134321511	550
挷	121111352	550
垹	121111352	549
圩	121112	550
扜	121112	549
扞	121112	548
抂	1211121	550
匪	1211121115	550
挵	1211121132	550
埥	12111212511	550
掅	12111212511	549
㧼	12111213534	520
𡊩	12111214	510
拭	121112154	550
塐	1211121554234	550
㨞	1211121554234	520
搆	1211122125211	550
抹	12111234	550
抺	12111234	549
𧡘	121112342511135	510
款	121112343534	550
隷	1211123451124134	550
㘫	1211132	520
㙽	121113251113251134	520
𢬿	1211132534	510
扶	1211134	550
攆	121113411341251112	550
撵	121113411341512	550
攅	121113411342511134	550
㩑	121113421112111	520
𢶍	1211134211121111	510
掭	12111342444	550
㧷	1211134251	520
摫	12111342511135	550
抚	1211135	550
抏	1211135	549
坃	1211135	548
𢫨	121113534	510
圬	121115	550
扝	121115	549
長	12111534	550
坛	1211154	550
抟	1211154	549
抎	1211154	548
镸	1211154	547
䦋	12111541121533134	520
䦈	121115413121	520
镾	121115413425234343434	550
镽	1211154134432511234	550
瓺	12111541554	550
䦊	1211154211234	520
䦉	121115425351	520
镻	121115431134	550
镺	12111543134	550
髟	1211154333	550
鬊	1211154333111342511	550
髨	12111543331135	550
䯷	1211154333113534	520
髻	1211154333121251	550
䯵	121115433312132	520
䰏	121115433312132411121534	520
䰇	121115433312132511	520
鬐	12111543331213352511	550
髶	1211154333122111	550
鬗	121115433312212523434	550
髸	1211154333122134	550
髰	121115433312215	550
鬕	12111543331222511134	550
䰒	12111543331224511353334	520
鬒	12111543331225111134	550
鬍	1211154333122513511	550
髤	12111543331234	550
䰍	121115433312343424134	520
鬆	121115433312343454	550
䰊	12111543331251124124	520
鬎	1211154333125123422	550
䰐	121115433312512531425221	520
髩	12111543331255	550
鬌	1211154333131212511	550
䯱	12111543331324	520
髬	121115433313241	550
䰅	1211154333132511134	520
髵	1211154333132522	550
髡	1211154333135	550
髪	12111543331354	550
髮	121115433313544	550
䰑	121115433314524444132522	520
髭	1211154333212135	550
䰕	12111543332153152512125221	520
䯯	12111543332343	520
髾	12111543332432511	550
髥	12111543332511	550
䯶	121115433325111	520
鬝	1211154333251125112511	550
鬜	1211154333251125113511	550
鬘	121115433325112522154	550
鬄	121115433325113533	550
䰋	12111543332511445531	520
䰎	1211154333251212511134	520
䰄	1211154333251214544	520
髷	1211154333251221	550
鬞	12111543332512211311534	550
髯	121115433325211	550
鬟	12111543332522112513534	550
鬛	1211154333253415445445	550
髦	12111543333115	550
𩬎	12111543333121	510
䯻	12111543333121251	520
䰖	12111543333121353121352511134	520
髺	1211154333312251	550
鬁	12111543333123422	550
鬏	1211154333312344334	550
䰀	121115433331234531	520
鬂	12111543333212134	550
髹	1211154333321234	550
䰓	1211154333325111445344153	520
䰌	121115433333234342134	520
鬚	1211154333333132511134	550
䰉	12111543333354143554	520
䰔	1211154333335414355425221	520
鬠	12111543333412524312511	550
䯰	12111543333432	520
髽	12111543333434121	550
䰂	121115433334431234	520
鬉	1211154333345234354	550
䯳	12111543333454	520
髠	121115433335	550
鬅	121115433335113511	550
䯾	121115433335121251	520
䯺	12111543333515251	520
䯼	12111543333534334	520
𩬅	12111543333541	510
髼	12111543333541112	550
鬔	12111543333541112454	550
鬇	1211154333355112	550
髱	121115433335515	550
䯴	12111543333554	520
鬤	121115433341251251112213534	550
䯿	121115433341343412	520
䯸	1211154333413534	520
䯽	121115433341431251	520
髣	12111543334153	550
䰈	1211154333431113121	520
鬈	121115433343113455	550
䰃	121115433343122431	520
鬋	1211154333431251122	550
䭮	1211154333431325111	520
鬑	12111543334315112234	550
鬙	1211154333432524312511	550
鬀	12111543334351523	550
髿	12111543334412343	550
鬃	121115433344511234	550
鬢	121115433344512332511134	550
鬓	12111543334453212134	550
鬡	121115433344545442522112	550
髧	12111543334535	550
䰁	121115433351124134	520
䯹	12111543335114554	520
髴	121115433351532	550
𩯕	1211154333521214154325	510
䯲	12111543335215	520
髢	1211154333525	550
䯮	121115433353	520
髫	121115433353251	550
髲	121115433353254	550
䯭	121115433354	520
髳	121115433354523	550
䰆	1211154333545231234	520
鬖	121115433354545434333	550
鬣	1211154333555253415445445	550
䦇	1211154345	520
镹	1211154354	550
肆	1211154511112	550
镼	121115451352252	550
打	12112	550
圢	12112	549
扛	121121	550
圭	121121	549
扗	121121	548
䥅	121121112134112431	520
掁	12112111534	550
㙊	12112111534	520
挂	121121121	550
垚	121121121	549
壵	121121121	548
𡋣	121121121	510
㙓	121121121121	520
㠭	121121121121	520
撓	121121121121135	550
墝	121121121121135	549
堯	121121121135	550
㚁	121121121135121121121135	520
𡭄	121121121135124	510
顤	121121121135132511134	550
𢿣	1211211211352154	510
䴃	12112112113532511154444	520
遶	121121121135454	550
翹	121121121135541541	550
掛	12112112124	550
持	121121124	550
封	121121124	549
堼	121121124121	550
鞤	121121124122125112	550
幇	121121124252	550
犎	1211211243112	550
㨍	1211211243112	520
幫	12112112432511252	550
㜂	121121124531	520
奊	121121154	550
㩥	121121211121111534	520
墕	12112121154444	550
㪈	1211212154	520
刲	12112122	550
墳	121121222511134	550
卦	12112124	550
拮	121121251	550
摃	1211212511134	550
鼃	1211212511251211511	550
䵷	1211212511251211511	520
擷	121121251132511134	550
撷	121121251132534	550
䖯	121121251214	520
㨬	1211212513534	520
擡	12112125145154121	550
郌	1211212515215	550
拷	121121315	550
㘼	121121315	520
捇	1211213234	550
𡋽	1211213234	510
擮	12112132411121534	550
堵	12112132511	550
㨋	12112132511	520
䳏	12112132511154444	520
㧯	121121335	520
搘	1211213352511	550
堎	12112134354	550
掕	12112134354	549
㰪	1211213534	520
𢳆	12112141533134	510
撻	121121431112454	550
墶	121121431112454	549
𢴇	12112143112354	510
𡐿	12112143112454	510
撎	121121451251431	550
㙪	121121451251431	520
恚	1211214544	550
擣	12112151211251124	550
壔	12112151211251124	549
邽	12112152	550
劸	12112153	550
㘽	121121534	520
㦳	121121534	520
抾	12112154	550
搕	1211215425221	550
埡	12112155121	550
掗	12112155121	549
坩	12112211	550
拑	12112211	549
挕	121122111	550
攝	121122111122111122111	550
掑	12112211134	550
㙋	12112211134	520
撕	121122111343312	550
堪	121122111345	550
揕	121122111345	549
墈	12112211134553	550
摂	1211221114134	550
揶	12112211152	550
掫	12112211154	550
摄	1211221115454	550
壣	12112211155455453221	550
撶	1211221122112	550
墷	1211221122112	549
擆	12112212132511	550
墸	12112212132511	549
壒	1211221215425221	550
搑	121122122111	550
擛	121122122151234	550
措	12112212511	550
墐	12112212511121	550
㨷	12112212511121	520
攤	1211221251113432411121	550
擹	121122125111343534	550
𢶤	1211221251123235	510
撒	121122125113134	550
撗	12112212512134	550
墴	12112212512134	549
㙢	12112212523434	520
㨺	12112212523434	520
掿	12112213251	550
拱	121122134	550
垬	121122134	549
塨	1211221342444	550
塂	121122134515	550
𢰝	12112213534	510
抴	12112215	550
堞	121122151234	550
揲	121122151234	549
㙧	121122155125121	520
㩅	121122155125121	520
摸	1211222511134	550
塻	1211222511134	549
擖	121122251135345	550
描	12112225121	550
㩰	1211222512512511234	520
壦	12112225125132411121	550
㩲	12112225125132411121	520
𡎘	12112225134	510
㩢	12112225221134534	520
㙹	1211222522145354	520
㨅	1211222534	520
𡓽	12112231254312114444	510
埖	1211223235	550
擭	1211223241112154	550
㘷	12112234	520
搽	121122341234	550
塔	121122341251	550
搭	121122341251	549
㨚	121122352511	520
擏	121122352513134	550
攃	12112235445411234	550
塃	121122415325	550
垭	121122431	550
挜	121122431	549
搢	1211224312511	550
㨲	1211224451234	520
㩚	1211224511353334	520
捞	1211224553	550
埴	12112251111	549
㨁	12112251111	520
填	1211225111134	550
搷	1211225111134	549
攧	1211225111134132511134	550
撠	121122511121534	550
墘	12112251112315	550
㨴	12112251112315	520
擀	1211225111234112	550
𢭪	1211225135	510
